NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
"MATURATION OF SSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000462"	"MATURATION OF SSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000462"		28	-0.47578338	-1.049736	0.39717743	0.62944764	1	3895	"tags=25%, list=31%, signal=36%"
REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902749	REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902749		162	-0.43678868	-1.049647	0.292	0.6295668	1	3193	"tags=27%, list=25%, signal=35%"
DETECTION OF CHEMICAL STIMULUS%GOBP%GO:0009593	DETECTION OF CHEMICAL STIMULUS%GOBP%GO:0009593		28	-0.4808267	-1.0495206	0.4084507	0.62985283	1	1993	"tags=21%, list=16%, signal=25%"
PROTEIN HYDROXYLATION%GOBP%GO:0018126	PROTEIN HYDROXYLATION%GOBP%GO:0018126		16	-0.49516526	-1.0491779	0.42474228	0.6310089	1	4487	"tags=44%, list=35%, signal=68%"
POSITIVE REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010518	POSITIVE REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010518		35	-0.4758342	-1.0490915	0.40562248	0.6311369	1	4207	"tags=43%, list=33%, signal=64%"
RNA POLYMERASE I TRANSCRIPTION INITIATION%REACTOME DATABASE ID RELEASE 75%73762	RNA POLYMERASE I TRANSCRIPTION INITIATION%REACTOME DATABASE ID RELEASE 75%73762		44	-0.4578339	-1.0490612	0.40562248	0.6310429	1	4874	"tags=43%, list=38%, signal=70%"
CHLORIDE TRANSPORT%GOBP%GO:0006821	CHLORIDE TRANSPORT%GOBP%GO:0006821		35	-0.47060862	-1.048951	0.40521565	0.63127804	1	3505	"tags=34%, list=28%, signal=47%"
REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0010559	REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0010559		25	-0.48524582	-1.0487064	0.41188318	0.63206494	1	3291	"tags=36%, list=26%, signal=48%"
PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY	PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY		23	-0.4827616	-1.0486528	0.42174795	0.6320529	1	3791	"tags=43%, list=30%, signal=62%"
RIBOSOMAL SMALL SUBUNIT ASSEMBLY%GOBP%GO:0000028	RIBOSOMAL SMALL SUBUNIT ASSEMBLY%GOBP%GO:0000028		17	-0.49904975	-1.0486318	0.41761658	0.63192403	1	92	"tags=6%, list=1%, signal=6%"
REGULATION OF PHOSPHOLIPID METABOLIC PROCESS%GOBP%GO:1903725	REGULATION OF PHOSPHOLIPID METABOLIC PROCESS%GOBP%GO:1903725		50	-0.45537162	-1.0485411	0.38314945	0.6320821	1	5435	"tags=52%, list=43%, signal=90%"
MEMBRANE LIPID METABOLIC PROCESS%GOBP%GO:0006643	MEMBRANE LIPID METABOLIC PROCESS%GOBP%GO:0006643		142	-0.438668	-1.0485216	0.323	0.6319428	1	4929	"tags=45%, list=39%, signal=73%"
NEGATIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903035	NEGATIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903035		40	-0.45839262	-1.0484749	0.4144144	0.6319125	1	5099	"tags=45%, list=40%, signal=75%"
ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME%R-HSA-427389.2	ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME%R-HSA-427389.2		16	-0.49748296	-1.0483155	0.43137255	0.63233596	1	2789	"tags=31%, list=22%, signal=40%"
SEMA3A PAK DEPENDENT AXON REPULSION%REACTOME%R-HSA-399954.2	SEMA3A PAK DEPENDENT AXON REPULSION%REACTOME%R-HSA-399954.2		15	-0.5087102	-1.0483056	0.43914807	0.6321653	1	3382	"tags=40%, list=27%, signal=54%"
REGULATION OF PLK1 ACTIVITY AT G2 M TRANSITION%REACTOME%R-HSA-2565942.1	REGULATION OF PLK1 ACTIVITY AT G2 M TRANSITION%REACTOME%R-HSA-2565942.1		74	-0.44892257	-1.0483031	0.35935935	0.63196033	1	4158	"tags=42%, list=33%, signal=62%"
REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105	REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105		144	-0.43922058	-1.0482262	0.323	0.6320506	1	3324	"tags=32%, list=26%, signal=43%"
RESPONSE TO METAL ION%GOBP%GO:0010038	RESPONSE TO METAL ION%GOBP%GO:0010038		135	-0.4385076	-1.0480887	0.319	0.6324064	1	3792	"tags=35%, list=30%, signal=49%"
EMBRYO DEVELOPMENT ENDING IN BIRTH OR EGG HATCHING%GOBP%GO:0009792	EMBRYO DEVELOPMENT ENDING IN BIRTH OR EGG HATCHING%GOBP%GO:0009792		88	-0.44873622	-1.0479786	0.366	0.6326173	1	4217	"tags=39%, list=33%, signal=57%"
REGULATION OF MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0060236	REGULATION OF MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0060236		30	-0.4728707	-1.0479399	0.40603015	0.63256395	1	4417	"tags=43%, list=35%, signal=66%"
POSITIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032008	POSITIVE REGULATION OF TOR SIGNALING%GOBP%GO:0032008		33	-0.46614656	-1.047872	0.41082165	0.63263243	1	3013	"tags=30%, list=24%, signal=40%"
REGULATION OF MUSCLE CONTRACTION%GOBP%GO:0006937	REGULATION OF MUSCLE CONTRACTION%GOBP%GO:0006937		68	-0.44916156	-1.0474426	0.368	0.6341163	1	4151	"tags=37%, list=33%, signal=54%"
HISTONE H2A MONOUBIQUITINATION%GOBP%GO:0035518	HISTONE H2A MONOUBIQUITINATION%GOBP%GO:0035518		17	-0.49423674	-1.0473921	0.4260958	0.63410544	1	3863	"tags=47%, list=30%, signal=67%"
SUDDEN INFANT DEATH SYNDROME (SIDS) SUSCEPTIBILITY PATHWAYS%WIKIPATHWAYS_20210210%WP706%HOMO SAPIENS	SUDDEN INFANT DEATH SYNDROME (SIDS) SUSCEPTIBILITY PATHWAYS%WIKIPATHWAYS_20210210%WP706%HOMO SAPIENS		67	-0.449482	-1.047334	0.377	0.63412106	1	3079	"tags=34%, list=24%, signal=45%"
POSITIVE REGULATION OF B CELL ACTIVATION%GOBP%GO:0050871	POSITIVE REGULATION OF B CELL ACTIVATION%GOBP%GO:0050871		44	-0.46042147	-1.0472677	0.382	0.6341732	1	3830	"tags=34%, list=30%, signal=49%"
POSITIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031398	POSITIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031398		81	-0.44826835	-1.0471755	0.372	0.63433945	1	5273	"tags=57%, list=41%, signal=96%"
POSITIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:0001938	POSITIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:0001938		46	-0.46042076	-1.0470128	0.39156628	0.63478065	1	4162	"tags=37%, list=33%, signal=55%"
NEGATIVE REGULATION OF PROTEIN MATURATION%GOBP%GO:1903318	NEGATIVE REGULATION OF PROTEIN MATURATION%GOBP%GO:1903318		19	-0.48985776	-1.0469656	0.4227226	0.63477	1	4090	"tags=53%, list=32%, signal=77%"
REGULATION OF FATTY ACID METABOLIC PROCESS%GOBP%GO:0019217	REGULATION OF FATTY ACID METABOLIC PROCESS%GOBP%GO:0019217		50	-0.45544735	-1.0469016	0.4044044	0.6348086	1	2532	"tags=26%, list=20%, signal=32%"
PIGMENTATION%GOBP%GO:0043473	PIGMENTATION%GOBP%GO:0043473		47	-0.45752966	-1.0468965	0.4018036	0.6346134	1	2976	"tags=30%, list=23%, signal=39%"
REGULATION OF JAK-STAT CASCADE%GOBP%GO:0046425	REGULATION OF JAK-STAT CASCADE%GOBP%GO:0046425		58	-0.45207787	-1.0468088	0.387	0.63474196	1	2453	"tags=24%, list=19%, signal=30%"
REGULATION OF PROTEIN DEACETYLATION%GOBP%GO:0090311	REGULATION OF PROTEIN DEACETYLATION%GOBP%GO:0090311		26	-0.47432485	-1.0465821	0.42799598	0.63546425	1	1841	"tags=19%, list=14%, signal=22%"
PID_MYC_PATHWAY%MSIGDB_C2%PID_MYC_PATHWAY	PID_MYC_PATHWAY%MSIGDB_C2%PID_MYC_PATHWAY		19	-0.48964903	-1.0458891	0.41497976	0.6380401	1	5244	"tags=53%, list=41%, signal=89%"
PHOSPHOLIPID CATABOLIC PROCESS%GOBP%GO:0009395	PHOSPHOLIPID CATABOLIC PROCESS%GOBP%GO:0009395		25	-0.4776966	-1.0458747	0.43289608	0.63788354	1	56	"tags=8%, list=0%, signal=8%"
DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:0006303	DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:0006303		51	-0.4522945	-1.0457584	0.38777554	0.638142	1	3830	"tags=43%, list=30%, signal=61%"
NEGATIVE REGULATION OF CELL ADHESION%GOBP%GO:0007162	NEGATIVE REGULATION OF CELL ADHESION%GOBP%GO:0007162		153	-0.4351261	-1.0457313	0.3	0.63802713	1	3977	"tags=37%, list=31%, signal=54%"
PROTEIN POLYMERIZATION%GOBP%GO:0051258	PROTEIN POLYMERIZATION%GOBP%GO:0051258		63	-0.45139366	-1.0451537	0.387	0.6400889	1	4433	"tags=46%, list=35%, signal=70%"
CAMP-MEDIATED SIGNALING%GOBP%GO:0019933	CAMP-MEDIATED SIGNALING%GOBP%GO:0019933		48	-0.4578304	-1.0451524	0.39537224	0.6398791	1	4275	"tags=42%, list=34%, signal=63%"
NEGATIVE REGULATION OF CHEMOTAXIS%GOBP%GO:0050922	NEGATIVE REGULATION OF CHEMOTAXIS%GOBP%GO:0050922		32	-0.47069874	-1.0451107	0.41490433	0.639828	1	3244	"tags=41%, list=26%, signal=54%"
RESPONSE TO INTERLEUKIN-12%GOBP%GO:0070671	RESPONSE TO INTERLEUKIN-12%GOBP%GO:0070671		43	-0.46180454	-1.044736	0.41282564	0.6410642	1	2592	"tags=26%, list=20%, signal=32%"
CELLULAR RESPONSE TO ALCOHOL%GOBP%GO:0097306	CELLULAR RESPONSE TO ALCOHOL%GOBP%GO:0097306		35	-0.467374	-1.0442655	0.41282564	0.6427508	1	4687	"tags=49%, list=37%, signal=77%"
POSITIVE REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032388	POSITIVE REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032388		143	-0.435268	-1.0441871	0.323	0.64283544	1	4280	"tags=43%, list=34%, signal=64%"
BRANCHED-CHAIN AMINO ACID CATABOLISM%REACTOME%R-HSA-70895.4	BRANCHED-CHAIN AMINO ACID CATABOLISM%REACTOME%R-HSA-70895.4		21	-0.48376173	-1.043937	0.4410876	0.6436359	1	4314	"tags=52%, list=34%, signal=79%"
REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670	REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670		116	-0.43749687	-1.0437528	0.345	0.64417	1	4073	"tags=38%, list=32%, signal=55%"
CELLULAR RESPONSE TO INTERLEUKIN-12%GOBP%GO:0071349	CELLULAR RESPONSE TO INTERLEUKIN-12%GOBP%GO:0071349		43	-0.46180454	-1.0436614	0.428	0.64432317	1	2592	"tags=26%, list=20%, signal=32%"
REGULATION OF ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:0046640	REGULATION OF ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:0046640		17	-0.49710092	-1.0433708	0.42973524	0.64526546	1	4453	"tags=47%, list=35%, signal=72%"
POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002821	POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002821		54	-0.44964814	-1.0430773	0.4038076	0.646222	1	4251	"tags=46%, list=33%, signal=69%"
HALLMARK_PROTEIN_SECRETION%MSIGDB_C2%HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION%MSIGDB_C2%HALLMARK_PROTEIN_SECRETION		71	-0.4490678	-1.0429888	0.389	0.6463637	1	3665	"tags=38%, list=29%, signal=53%"
REGULATION OF CHEMOTAXIS%GOBP%GO:0050920	REGULATION OF CHEMOTAXIS%GOBP%GO:0050920		111	-0.43858936	-1.0429348	0.35	0.646358	1	3244	"tags=31%, list=26%, signal=41%"
SENSORY PERCEPTION OF PAIN%GOBP%GO:0019233	SENSORY PERCEPTION OF PAIN%GOBP%GO:0019233		15	-0.5030306	-1.0428144	0.4253347	0.6466324	1	5290	"tags=67%, list=42%, signal=114%"
VACUOLAR TRANSPORT%GOBP%GO:0007034	VACUOLAR TRANSPORT%GOBP%GO:0007034		122	-0.4351202	-1.0427461	0.36	0.646687	1	4927	"tags=50%, list=39%, signal=81%"
PEPTIDE HORMONE METABOLISM%REACTOME DATABASE ID RELEASE 75%2980736	PEPTIDE HORMONE METABOLISM%REACTOME DATABASE ID RELEASE 75%2980736		36	-0.46100274	-1.0427089	0.41624874	0.6466284	1	3583	"tags=36%, list=28%, signal=50%"
16P11.2 DISTAL DELETION SYNDROME%WIKIPATHWAYS_20210210%WP4950%HOMO SAPIENS	16P11.2 DISTAL DELETION SYNDROME%WIKIPATHWAYS_20210210%WP4950%HOMO SAPIENS		19	-0.49269167	-1.042538	0.4297436	0.6470833	1	5662	"tags=63%, list=45%, signal=114%"
PLASMA LIPOPROTEIN PARTICLE ORGANIZATION%GOBP%GO:0071827	PLASMA LIPOPROTEIN PARTICLE ORGANIZATION%GOBP%GO:0071827		22	-0.47966188	-1.0424421	0.44129553	0.6472397	1	2182	"tags=18%, list=17%, signal=22%"
PURINE RIBONUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009179	PURINE RIBONUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009179		32	-0.47175577	-1.0422305	0.4184184	0.64785403	1	4208	"tags=44%, list=33%, signal=65%"
CYTOSKELETON-DEPENDENT CYTOKINESIS%GOBP%GO:0061640	CYTOSKELETON-DEPENDENT CYTOKINESIS%GOBP%GO:0061640		56	-0.45132563	-1.0422205	0.395	0.64767706	1	1649	"tags=18%, list=13%, signal=20%"
KINESINS%REACTOME%R-HSA-983189.3	KINESINS%REACTOME%R-HSA-983189.3		29	-0.47049055	-1.0422121	0.42137095	0.6474921	1	4013	"tags=31%, list=32%, signal=45%"
ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882	ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882		163	-0.43159708	-1.0418125	0.321	0.6489237	1	3998	"tags=33%, list=31%, signal=48%"
INTERLEUKIN-1-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070498	INTERLEUKIN-1-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070498		90	-0.4430569	-1.0417143	0.384	0.6490854	1	3269	"tags=31%, list=26%, signal=42%"
HSP90 CHAPERONE CYCLE FOR SHRS%REACTOME%R-HSA-3371497.4	HSP90 CHAPERONE CYCLE FOR SHRS%REACTOME%R-HSA-3371497.4		33	-0.46542844	-1.0416473	0.4208417	0.64913607	1	1745	"tags=21%, list=14%, signal=25%"
HETEROTYPIC CELL-CELL ADHESION%GOBP%GO:0034113	HETEROTYPIC CELL-CELL ADHESION%GOBP%GO:0034113		20	-0.48900032	-1.0415481	0.43265307	0.64931387	1	4362	"tags=60%, list=34%, signal=91%"
TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES%REACTOME%R-HSA-6796648.3	TP53 REGULATES TRANSCRIPTION OF DNA REPAIR GENES%REACTOME%R-HSA-6796648.3		57	-0.4497129	-1.041439	0.417	0.64953816	1	4874	"tags=42%, list=38%, signal=68%"
NEGATIVE REGULATION OF STAT CASCADE%GOBP%GO:1904893	NEGATIVE REGULATION OF STAT CASCADE%GOBP%GO:1904893		15	-0.50110304	-1.041428	0.4423676	0.6493641	1	3982	"tags=40%, list=31%, signal=58%"
RESPIRATORY TUBE DEVELOPMENT%GOBP%GO:0030323	RESPIRATORY TUBE DEVELOPMENT%GOBP%GO:0030323		19	-0.4889711	-1.0413175	0.43234995	0.6495892	1	3985	"tags=37%, list=31%, signal=54%"
REGULATION OF ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902930	REGULATION OF ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902930		31	-0.46521634	-1.041053	0.42396778	0.65044785	1	4073	"tags=42%, list=32%, signal=62%"
HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES%GOBP%GO:0007156	HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES%GOBP%GO:0007156		32	-0.46181476	-1.0408721	0.4281407	0.65094525	1	4953	"tags=41%, list=39%, signal=66%"
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY%MSIGDB_C2%HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY%MSIGDB_C2%HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		31	-0.46634856	-1.0408577	0.43373495	0.65078616	1	2610	"tags=23%, list=21%, signal=28%"
REGULATION OF TRIGLYCERIDE METABOLIC PROCESS%GOBP%GO:0090207	REGULATION OF TRIGLYCERIDE METABOLIC PROCESS%GOBP%GO:0090207		19	-0.48580518	-1.0408409	0.43367347	0.65064055	1	992	"tags=11%, list=8%, signal=11%"
REGULATION OF PROTEIN ACETYLATION%GOBP%GO:1901983	REGULATION OF PROTEIN ACETYLATION%GOBP%GO:1901983		48	-0.4538761	-1.0405275	0.4044044	0.6516265	1	4646	"tags=42%, list=37%, signal=65%"
TNFR1-INDUCED NFKAPPAB SIGNALING PATHWAY%REACTOME%R-HSA-5357956.1	TNFR1-INDUCED NFKAPPAB SIGNALING PATHWAY%REACTOME%R-HSA-5357956.1		24	-0.475736	-1.0404736	0.4366768	0.6516193	1	4510	"tags=54%, list=35%, signal=84%"
DETECTION OF STIMULUS%GOBP%GO:0051606	DETECTION OF STIMULUS%GOBP%GO:0051606		101	-0.43714124	-1.0403479	0.378	0.651895	1	3980	"tags=37%, list=31%, signal=53%"
CELLULAR RESPONSE TO LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:0071402	CELLULAR RESPONSE TO LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:0071402		21	-0.4903331	-1.0403208	0.44726166	0.65179026	1	4453	"tags=48%, list=35%, signal=73%"
FCERI MEDIATED NF-KB ACTIVATION%REACTOME DATABASE ID RELEASE 75%2871837	FCERI MEDIATED NF-KB ACTIVATION%REACTOME DATABASE ID RELEASE 75%2871837		75	-0.44691384	-1.0403033	0.39	0.6516469	1	3959	"tags=39%, list=31%, signal=56%"
COPI-MEDIATED ANTEROGRADE TRANSPORT%REACTOME%R-HSA-6807878.1	COPI-MEDIATED ANTEROGRADE TRANSPORT%REACTOME%R-HSA-6807878.1		76	-0.44207096	-1.0402133	0.401	0.6517901	1	3468	"tags=32%, list=27%, signal=43%"
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY IN ABSENCE OF LIGAND%GOBP%GO:2001239	REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY IN ABSENCE OF LIGAND%GOBP%GO:2001239		17	-0.49317482	-1.04015	0.44984487	0.65181476	1	568	"tags=18%, list=4%, signal=18%"
PROTEIN TARGETING TO LYSOSOME%GOBP%GO:0006622	PROTEIN TARGETING TO LYSOSOME%GOBP%GO:0006622		20	-0.48640963	-1.0399108	0.4467005	0.6525481	1	4745	"tags=50%, list=37%, signal=80%"
ER TO GOLGI ANTEROGRADE TRANSPORT%REACTOME DATABASE ID RELEASE 75%199977	ER TO GOLGI ANTEROGRADE TRANSPORT%REACTOME DATABASE ID RELEASE 75%199977		121	-0.436877	-1.0398288	0.355	0.6526574	1	4384	"tags=44%, list=34%, signal=66%"
SYNDECAN-2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-2-MEDIATED SIGNALING EVENTS	SYNDECAN-2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-2-MEDIATED SIGNALING EVENTS		24	-0.47601992	-1.0397015	0.4370594	0.65296566	1	2387	"tags=25%, list=19%, signal=31%"
REGULATION OF HEMOSTASIS%GOBP%GO:1900046	REGULATION OF HEMOSTASIS%GOBP%GO:1900046		41	-0.45846793	-1.0396235	0.4184184	0.65305954	1	4984	"tags=49%, list=39%, signal=80%"
SEMAPHORIN-PLEXIN SIGNALING PATHWAY%GOBP%GO:0071526	SEMAPHORIN-PLEXIN SIGNALING PATHWAY%GOBP%GO:0071526		25	-0.47903296	-1.0395931	0.43202418	0.65297127	1	4091	"tags=44%, list=32%, signal=65%"
NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045638	NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045638		36	-0.46274552	-1.039507	0.40981963	0.6530809	1	5423	"tags=58%, list=43%, signal=101%"
VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK	VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED NUCLEAR ESTROGEN RECEPTOR ALPHA NETWORK		52	-0.4510346	-1.0393448	0.4064064	0.65348977	1	4161	"tags=40%, list=33%, signal=60%"
REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032434	REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032434		97	-0.43812716	-1.0393355	0.363	0.653308	1	5224	"tags=46%, list=41%, signal=78%"
HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK	HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-1-ALPHA TRANSCRIPTION FACTOR NETWORK		51	-0.4522169	-1.0392196	0.3983984	0.6535259	1	2082	"tags=24%, list=16%, signal=28%"
SKELETAL MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0060538	SKELETAL MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0060538		15	-0.49377006	-1.0391226	0.4614594	0.65370923	1	2999	"tags=47%, list=24%, signal=61%"
POSITIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903322	POSITIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903322		97	-0.43946096	-1.0389808	0.383	0.65406805	1	5273	"tags=54%, list=41%, signal=91%"
TRANSCRIPTION REGULATION BY BZIP TRANSCRIPTION FACTOR%PANTHER PATHWAY%P00055	TRANSCRIPTION REGULATION BY BZIP TRANSCRIPTION FACTOR%PANTHER PATHWAY%P00055		45	-0.45402685	-1.0382843	0.4194194	0.6565723	1	4753	"tags=40%, list=37%, signal=64%"
POSITIVE REGULATION OF CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904064	POSITIVE REGULATION OF CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:1904064		64	-0.4481033	-1.0380682	0.39	0.6571955	1	3919	"tags=41%, list=31%, signal=58%"
REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070372	REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070372		135	-0.43129623	-1.0380652	0.352	0.6569866	1	5125	"tags=47%, list=40%, signal=77%"
MITOTIC G2-G2 M PHASES%REACTOME%R-HSA-453274.2	MITOTIC G2-G2 M PHASES%REACTOME%R-HSA-453274.2		157	-0.43297148	-1.0380197	0.342	0.6569545	1	3959	"tags=33%, list=31%, signal=47%"
REGULATION OF RIBOSOME BIOGENESIS%GOBP%GO:0090069	REGULATION OF RIBOSOME BIOGENESIS%GOBP%GO:0090069		15	-0.49916005	-1.0377675	0.4520124	0.65772873	1	5242	"tags=60%, list=41%, signal=102%"
ER TO GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0006888	ER TO GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0006888		166	-0.43106285	-1.0377548	0.341	0.65755725	1	5041	"tags=49%, list=40%, signal=80%"
POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 75%5250913	POSITIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 75%5250913		42	-0.45626083	-1.0375973	0.4224224	0.65794677	1	2796	"tags=24%, list=22%, signal=30%"
CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012	CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012		57	-0.44965675	-1.0368559	0.398	0.6606536	1	2225	"tags=23%, list=17%, signal=28%"
NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698	NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698		72	-0.43937546	-1.036715	0.394	0.6609998	1	4835	"tags=43%, list=38%, signal=69%"
REGULATION OF INTRACELLULAR PH%GOBP%GO:0051453	REGULATION OF INTRACELLULAR PH%GOBP%GO:0051453		59	-0.4478914	-1.0365608	0.424	0.66139126	1	4193	"tags=37%, list=33%, signal=55%"
REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 75%6804756	REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 75%6804756		80	-0.4409279	-1.0363951	0.396	0.661832	1	3364	"tags=31%, list=26%, signal=42%"
GERM CELL DEVELOPMENT%GOBP%GO:0007281	GERM CELL DEVELOPMENT%GOBP%GO:0007281		51	-0.45408443	-1.036372	0.4054054	0.6617094	1	2987	"tags=27%, list=23%, signal=36%"
RECEPTOR METABOLIC PROCESS%GOBP%GO:0043112	RECEPTOR METABOLIC PROCESS%GOBP%GO:0043112		63	-0.44624272	-1.0360608	0.416	0.6627441	1	4691	"tags=48%, list=37%, signal=75%"
REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944	REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944		117	-0.4335591	-1.0360186	0.374	0.66270036	1	4073	"tags=38%, list=32%, signal=55%"
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001236	REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001236		83	-0.4412698	-1.0356847	0.3973974	0.66383225	1	3244	"tags=30%, list=26%, signal=40%"
